DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,14612.2,,,
2026-07-07,14638.45,,,
2026-07-08,14419.1,,,
2026-07-09,14654.8,,,
2026-07-10,14820.9,,,
2026-07-13,14839.65,,,
2026-07-14,14712.65,,,
2026-07-15,14771.45,,,
2026-07-16,14793.25,,,
2026-07-17,14715.4,14819.55,14821.35,14659.25
2026-07-20,14779.7,14700.5,14800.25,14651.05
2026-07-21,14814.3,14785.3,14834.15,14766.2
2026-07-22,14626.35,14797.15,14800.55,14603.3
2026-07-23,14428.35,14564.85,14592.15,14394.55
2026-07-24,14436.05,14335.25,14451.1,14232.9
2026-07-27,14572.9,14543.4,14592.05,14541.0
2026-07-28,14541.05,14587.45,14631.75,14520.25
2026-07-29,14683.05,14615.45,14704.3,14590.75
2026-07-30,14676.65,14675.85,14732.4,14610.65
2026-07-31,14784.4,14697.3,14819.05,14645.5
2026-08-03,14898.15,14851.75,14908.55,14812.7
2026-08-04,14871.5,14906.4,14908.85,14790.0
2026-08-05,14880.3,14954.0,14954.0,14841.75
2026-08-07,14875.0,14800.6,14935.1,14785.3
2026-08-10,14960.6,14911.25,15022.3,14865.3
2026-08-11,14990.55,14979.55,14998.8,14897.45
2026-08-12,15032.65,15003.35,15032.65,14879.5
2026-08-13,15078.15,15024.55,15078.15,14988.1
2026-08-14,14971.75,15071.85,15072.4,14965.65
2026-08-17,14948.6,14937.05,14995.85,14892.9
