DATE,CLOSE,OPEN,HIGH,LOW
2026-07-06,12722.45,,,
2026-07-07,12582.75,,,
2026-07-08,12468.7,,,
2026-07-09,12503.3,,,
2026-07-10,12688.9,,,
2026-07-13,12601.45,,,
2026-07-14,12677.7,,,
2026-07-15,12536.9,,,
2026-07-16,12495.9,,,
2026-07-17,12436.95,12486.5,12501.65,12325.7
2026-07-20,12543.75,12472.85,12594.1,12454.9
2026-07-21,12623.3,12560.55,12639.45,12528.0
2026-07-22,12562.85,12655.6,12684.2,12540.85
2026-07-23,12469.7,12537.4,12626.4,12423.95
2026-07-24,12401.55,12392.2,12431.75,12295.1
2026-07-27,12476.45,12494.2,12515.55,12452.35
2026-07-28,12400.25,12483.05,12508.5,12383.15
2026-07-29,12686.8,12456.45,12705.6,12426.45
2026-07-30,12701.8,12720.45,12749.4,12625.8
2026-07-31,12719.0,12778.3,12809.9,12691.3
2026-08-03,12914.55,12859.4,12917.6,12806.9
2026-08-04,13032.3,12914.2,13041.15,12865.2
2026-08-05,13256.35,13110.8,13257.65,13010.0
2026-08-07,13189.85,13099.05,13191.85,13064.75
2026-08-10,13226.7,13220.45,13296.45,13158.3
2026-08-11,13100.8,13261.3,13289.7,13073.65
2026-08-12,13171.45,13171.65,13263.35,13105.3
2026-08-13,13033.75,13141.4,13155.4,12980.35
2026-08-14,12941.7,12953.8,12991.35,12812.9
2026-08-17,13104.6,12947.2,13154.6,12921.2
2026-08-18,13025.3,13101.05,13132.15,13024.3
2026-08-19,13023.25,12980.2,13023.25,12907.85
2026-08-20,13060.25,13119.15,13154.35,12995.15
2026-08-21,13172.6,13122.75,13210.35,13073.1
2026-08-24,13381.45,13250.0,13381.45,13230.95
2026-08-25,13372.3,13345.7,13372.3,13222.35
2026-08-26,13541.7,13393.55,13590.1,13288.65
